Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,38,50,119,30,3,60,20,60,76,60,60,60,50,10609,9647,0,0,12,60,3,2,17,6,40,16,10,5,13
40,31,0,979,60,1,80,60,60,90,20,40,60,100,4345,4381,0,0,12,60,4,1,6,2,60,5,4,1,4
40,59,50,142,60,3,60,60,60,70,40,20,80,100,2177,8456,3,0,17,60,1,1,7,6,60,1,0,0,0
40,37,100,319,30,4,80,20,60,41,60,20,80,50,2793,2539,4,0,17,60,3,1,13,2,60,9,8,5,8
40,29,100,1413,30,1,20,40,40,42,60,60,80,100,7918,6599,1,0,14,60,4,1,11,5,60,11,10,4,1
40,35,100,944,30,1,60,60,40,92,60,60,60,0,8789,9096,1,0,14,60,1,0,10,3,80,10,7,0,8
60,29,50,896,60,18,20,60,60,86,40,20,80,0,2389,14961,1,10,13,60,3,0,4,3,40,4,3,0,1
40,52,50,1323,60,2,60,60,40,89,40,20,80,0,3212,3300,7,0,15,60,2,0,6,3,40,2,2,2,2
40,42,50,532,60,4,40,60,60,58,60,100,80,100,19232,4933,1,0,11,60,4,0,22,3,60,22,17,11,15
40,59,50,818,90,6,40,40,60,52,60,20,60,100,2267,25657,8,0,17,60,4,0,7,2,40,2,2,2,2
40,50,50,854,30,1,80,80,40,68,60,100,80,50,19517,24118,3,0,11,60,3,1,32,3,40,7,0,0,6
60,33,50,813,60,14,60,60,60,58,60,20,80,100,2436,22149,5,10,13,60,3,1,8,2,20,5,4,0,4
40,43,50,1034,30,16,60,80,40,80,60,80,80,100,16064,7744,5,10,22,80,3,1,22,3,60,17,13,1,9
60,33,50,465,60,2,40,20,40,39,60,20,20,100,2707,21509,7,0,20,80,1,0,13,3,80,9,7,1,7
40,52,0,771,30,2,80,20,60,79,40,100,60,0,19068,21030,1,10,18,60,4,0,33,2,80,33,7,15,12
40,32,50,1401,30,4,40,60,40,56,60,20,40,100,3931,20990,2,0,11,60,1,1,6,5,60,4,3,1,2
60,32,50,515,60,1,60,80,60,62,40,20,60,0,3730,9571,0,10,14,60,4,0,4,2,20,3,2,1,2
40,39,50,1431,60,1,80,60,40,96,60,20,60,50,2232,15417,7,0,14,60,3,3,7,1,60,3,2,1,2
40,32,0,976,30,26,80,60,60,100,60,40,80,100,4465,12069,0,0,18,60,1,0,4,2,60,3,2,2,2
40,41,50,1411,60,19,40,60,60,36,60,40,20,50,3072,19877,2,0,16,60,1,2,17,2,40,1,0,0,0
40,40,50,1300,60,24,40,20,60,62,60,40,80,50,3319,24447,1,0,17,60,1,2,9,3,60,9,8,4,7
40,45,50,252,60,1,60,60,60,70,80,100,80,100,19202,15970,0,0,11,60,3,1,25,2,60,24,0,1,7
40,31,100,1327,60,3,80,40,60,73,60,60,60,50,13675,13523,9,0,12,60,1,1,9,3,60,2,2,2,2
40,33,50,832,60,5,80,60,40,63,40,20,80,100,2911,14776,1,0,13,60,3,1,2,2,40,2,2,0,2
40,34,50,470,60,2,80,80,60,84,40,40,20,100,5957,23687,6,0,13,60,2,1,13,3,60,11,9,5,9
40,37,50,1017,60,1,40,60,40,83,40,20,20,100,3920,18697,2,0,14,60,1,1,17,2,40,3,1,0,2
40,45,100,1199,60,7,80,20,60,77,80,40,60,100,6434,5118,4,0,17,60,4,1,9,1,60,3,2,0,2
60,37,100,504,60,10,60,20,60,61,60,60,60,50,10048,22573,6,0,11,60,2,2,17,5,60,1,0,0,0
40,39,100,505,60,2,80,60,40,64,60,60,60,0,10938,6420,0,0,25,80,4,0,20,1,60,19,6,11,8
40,29,50,665,60,15,60,60,60,60,60,20,80,0,2340,22673,1,0,19,60,1,0,6,1,60,6,5,1,5
40,42,50,916,60,17,40,80,40,82,80,40,20,0,6545,23016,3,10,13,60,3,0,10,1,60,3,2,0,2
40,29,50,1247,30,20,40,80,60,45,60,40,80,50,6931,10732,2,0,14,60,4,1,10,2,60,3,2,0,2
40,25,50,685,60,1,60,20,40,62,60,40,60,100,4898,7505,0,0,12,60,4,2,5,3,60,4,2,1,2
40,42,50,269,60,2,60,80,40,56,40,20,20,50,2593,8007,0,10,11,60,3,1,10,4,60,9,6,7,8
40,40,50,1416,60,2,40,20,60,49,60,100,60,50,19436,5949,0,0,19,60,4,1,22,5,60,21,7,3,9
40,51,50,833,60,1,60,60,60,96,60,20,80,100,2723,23231,1,0,11,60,2,0,1,0,40,1,0,0,0
60,31,100,307,60,29,40,60,60,71,40,20,40,0,3479,11652,0,0,11,60,2,0,6,2,80,5,4,1,4
40,32,100,1311,60,7,60,40,60,100,80,20,40,100,2794,26062,1,0,20,80,3,0,5,3,20,5,1,0,3
40,38,0,1327,30,2,40,80,60,39,40,40,80,100,5249,19682,3,0,18,60,4,1,13,0,60,8,7,7,5
40,32,50,128,60,2,20,80,60,84,40,40,20,0,2176,19737,4,0,13,60,4,0,9,5,60,6,2,0,4
40,46,50,488,30,2,60,60,40,75,20,80,40,100,16872,14977,3,10,12,60,2,1,28,2,40,7,7,7,7
60,28,50,529,60,2,80,20,60,79,60,20,60,0,3485,14935,2,0,11,60,3,0,5,5,20,0,0,0,0
40,29,50,1210,30,2,60,20,60,78,40,40,40,100,6644,3687,2,0,19,60,2,2,10,2,60,0,0,0,0
40,31,50,1463,60,23,60,40,60,64,40,40,80,100,5582,14408,0,0,21,80,2,1,10,2,60,9,0,7,8
40,25,0,675,60,5,40,40,60,85,80,40,20,50,4000,18384,1,0,12,60,4,2,6,2,60,6,3,1,5
40,45,50,1385,60,20,40,60,60,79,60,80,80,100,13496,7501,0,10,14,60,2,0,21,2,60,20,7,4,10
40,36,50,1403,60,6,60,80,60,47,60,20,80,100,3210,20251,0,0,11,60,3,1,16,4,60,15,13,10,11
40,55,50,452,60,1,60,80,60,81,60,100,20,0,19045,18938,0,10,14,60,3,0,37,2,60,36,10,4,13
60,47,0,666,60,29,80,20,60,88,60,60,40,100,11849,10268,1,10,12,60,4,1,10,2,40,10,7,9,9
40,28,50,1158,60,9,60,80,60,94,60,20,80,100,2070,2613,1,0,23,80,4,1,5,3,40,5,2,0,4
40,37,50,228,30,6,80,60,60,98,60,40,80,100,6502,22825,4,0,14,60,2,1,7,5,80,5,4,0,1
40,21,50,996,60,3,40,80,60,100,40,20,60,0,3230,10531,1,0,17,60,1,0,3,4,80,3,2,1,0
40,37,0,728,60,1,80,20,40,80,60,60,80,50,13603,11677,2,10,18,60,1,2,15,2,60,5,2,0,2
40,35,50,1315,60,22,60,40,40,71,80,60,40,50,11996,19100,7,0,18,60,2,1,10,6,40,7,7,6,2
40,38,50,322,30,7,40,20,40,44,80,40,20,50,5605,19191,1,10,24,80,3,1,8,3,60,8,0,7,7
40,26,100,1479,60,1,60,60,40,84,60,40,40,50,6397,26767,1,0,20,80,1,1,6,6,20,6,5,1,4
40,50,50,797,60,4,20,20,60,96,60,100,40,50,19144,15815,3,0,14,60,1,2,28,4,40,10,4,1,6
40,53,50,1070,60,3,80,60,60,45,60,80,60,100,17584,21016,3,10,16,60,4,3,21,5,40,5,3,1,3
40,42,50,635,30,1,20,40,60,99,60,40,60,100,4907,24532,1,0,25,80,3,0,20,3,60,20,16,11,6
40,29,100,442,30,2,40,40,60,44,60,40,80,0,4554,20260,1,0,18,60,1,0,10,3,40,10,7,0,9
40,55,50,147,60,20,40,40,60,37,60,40,80,100,5415,15972,3,10,19,60,4,1,12,4,60,10,7,0,8
40,26,100,496,60,11,40,20,60,60,60,40,20,100,4741,22722,1,10,13,60,3,1,5,3,60,5,3,3,3
40,37,50,1372,60,1,60,80,40,42,60,20,80,0,2115,15881,1,0,12,60,2,0,17,3,60,17,12,5,7
60,44,100,920,60,24,60,80,60,43,60,20,60,50,3161,19920,3,10,22,80,4,1,19,0,20,1,0,0,0
40,38,50,688,60,23,80,80,60,82,60,40,80,50,5745,18899,9,0,14,60,2,1,10,2,60,2,2,1,2
60,26,50,1449,60,16,80,20,60,45,60,20,40,50,2373,14180,2,10,13,60,4,1,5,2,60,3,2,0,2
40,28,50,1117,60,8,40,80,40,66,60,20,80,0,3310,4488,1,0,21,80,4,0,5,3,60,5,3,0,2
40,49,100,636,60,10,80,60,40,35,60,100,20,0,18665,25594,9,10,11,60,4,0,22,4,60,3,2,1,2
40,36,50,506,60,3,60,60,60,30,60,40,40,0,4485,26285,4,0,12,60,4,0,10,2,60,8,0,7,7
40,31,100,444,30,5,60,80,40,84,60,20,40,50,2789,3909,1,0,11,60,3,1,2,5,40,2,2,2,2
60,26,50,950,30,4,80,80,60,48,40,40,80,0,5828,8450,1,10,12,60,2,0,8,0,60,8,7,7,4
40,37,100,889,60,9,60,40,60,53,60,20,80,100,2326,11411,1,10,12,60,3,3,4,3,40,4,2,1,2
40,42,100,555,30,26,60,60,40,77,60,80,40,100,13525,14864,5,0,14,60,4,1,23,2,80,20,4,4,8
60,18,50,230,60,3,60,60,60,54,60,20,60,0,1420,25233,1,0,13,60,3,0,0,2,60,0,0,0,0
40,35,50,1232,30,16,60,60,60,96,60,60,40,100,8020,5100,0,0,15,60,3,2,12,3,40,11,9,6,9
40,36,100,566,60,18,80,60,60,81,80,20,80,100,3688,7122,4,0,18,60,4,2,4,2,60,1,0,0,0
40,51,50,1302,60,2,60,80,60,84,20,40,40,50,5482,16321,5,0,18,60,4,1,13,3,60,4,1,1,2
40,41,50,334,30,2,80,80,60,88,60,80,40,0,16015,15896,1,0,19,60,2,0,22,2,60,22,10,0,4
40,18,50,812,30,10,60,80,40,69,40,20,60,0,1200,9724,1,0,12,60,1,0,0,2,60,0,0,0,0
40,28,50,1476,60,16,40,40,60,68,80,40,20,0,5661,4824,0,0,19,60,3,0,9,2,60,8,3,0,7
40,31,50,218,30,7,60,40,60,100,80,40,80,100,6929,12241,4,0,11,60,2,1,10,3,40,8,7,7,7
40,39,50,1132,60,1,60,60,60,48,80,60,80,50,9613,10942,0,0,17,60,1,3,19,5,40,18,10,3,7
40,36,0,1105,60,24,80,40,40,47,60,40,40,100,5674,6927,7,0,15,60,3,1,11,3,60,9,8,0,8
40,32,50,906,30,7,60,80,60,91,40,40,60,100,5484,16985,1,0,14,60,3,1,13,3,40,13,8,4,8
40,38,50,849,60,25,40,20,40,81,40,60,40,100,12061,26707,3,0,17,60,3,1,19,2,60,10,8,0,1
40,58,0,390,60,1,80,80,60,32,20,40,60,50,5660,17056,2,10,13,60,4,1,12,2,60,5,3,1,2
40,31,50,691,60,5,80,60,60,86,60,20,80,100,4821,10077,0,10,12,60,3,1,6,4,60,5,2,0,3
40,31,50,106,90,2,60,20,60,62,40,40,20,100,6410,17822,3,0,12,60,4,0,9,1,60,2,2,1,0
40,45,100,1249,60,7,60,20,60,97,60,60,20,50,5210,20308,1,0,18,60,1,1,24,2,60,24,9,9,11
40,31,50,192,60,2,80,60,60,32,60,20,80,50,2695,7747,0,10,18,60,2,1,3,2,20,2,2,2,2
40,33,100,553,60,5,80,80,40,74,60,60,40,100,11878,23364,6,0,11,60,2,2,12,2,60,10,6,8,8
40,39,50,117,60,10,20,60,60,99,60,80,20,100,17068,5355,1,10,14,60,4,0,21,3,60,21,9,11,10
40,43,100,185,60,10,80,60,40,33,60,20,80,0,2455,10675,0,0,19,60,1,0,9,5,60,8,7,1,7
40,49,50,1091,60,1,40,60,40,90,40,80,60,0,13964,17810,7,10,12,60,4,0,25,2,60,7,1,0,7
60,52,50,723,60,8,80,60,60,85,40,40,40,100,4941,17747,2,0,15,60,1,0,11,3,40,8,2,7,7
40,27,50,1220,60,5,60,60,40,85,60,20,40,0,2478,20938,1,10,12,60,2,0,4,2,40,4,3,1,2
40,32,50,588,30,8,40,60,40,65,40,40,40,100,5228,24624,1,10,11,60,4,0,13,2,60,13,12,11,9
40,27,50,1377,30,2,60,80,60,74,60,40,60,0,4478,5242,1,10,11,60,1,0,5,3,60,5,4,0,4
40,31,50,691,30,7,60,80,60,73,60,40,80,50,7547,7143,4,0,12,60,4,3,13,3,60,7,7,1,7
40,32,50,1018,60,2,80,20,40,74,80,40,80,0,5055,10557,7,0,16,60,3,0,10,0,40,7,7,0,7
60,28,50,1157,60,2,80,20,60,84,20,20,80,100,3464,24737,5,10,13,60,4,0,5,4,40,3,2,2,2
40,30,50,1275,60,28,40,80,40,64,60,40,80,100,5775,11934,1,0,13,60,4,2,11,2,60,10,8,1,9
40,31,100,798,60,7,40,60,40,48,40,60,60,100,8943,14034,1,0,24,80,1,1,10,2,60,10,9,8,9
40,39,100,672,60,7,40,60,60,54,40,100,80,100,19272,21141,1,0,15,60,1,1,21,2,60,21,9,13,3
60,39,50,1162,30,3,40,80,40,41,60,40,60,100,5238,17778,4,10,18,60,1,0,12,3,40,1,0,0,0
40,33,100,508,30,10,60,40,60,46,40,40,80,0,4682,4317,3,0,14,60,3,0,9,6,40,7,7,0,1
40,47,50,1482,60,5,100,80,60,42,60,100,60,100,18300,16375,4,0,11,60,2,1,21,2,60,3,2,1,1
40,43,100,559,60,10,80,60,40,82,40,40,60,50,5257,6227,1,0,11,60,2,1,9,3,80,9,7,0,0
40,27,0,210,30,1,20,60,60,73,60,40,40,100,6349,22107,0,10,13,60,4,1,6,0,60,5,4,1,4
40,54,100,928,60,20,80,80,40,31,60,40,60,0,4869,16885,3,0,12,60,4,0,20,4,40,4,3,0,3
40,43,50,1001,60,7,60,60,40,43,60,60,20,100,9985,9262,8,0,16,60,1,1,10,1,40,1,0,0,0
40,45,50,549,60,8,80,80,60,75,60,40,80,100,3697,9278,9,0,14,60,1,2,12,3,60,10,9,9,8
40,40,50,1124,30,1,40,40,60,57,20,40,80,100,7457,13273,2,10,22,80,3,3,6,2,40,4,3,0,2
60,29,50,318,60,8,80,40,60,77,20,20,20,100,2119,4759,1,10,11,60,4,0,7,4,40,7,7,0,7
40,29,50,738,60,9,100,40,60,30,40,20,80,0,3983,7621,0,0,17,60,3,0,4,2,60,3,2,2,2
40,30,50,570,30,5,60,80,40,30,40,40,60,50,6118,5431,1,0,13,60,3,3,10,2,60,10,9,1,2
40,27,50,1130,30,8,80,40,40,56,60,40,40,100,6214,3415,1,0,18,60,1,1,8,3,60,8,7,0,7
40,37,50,1192,60,5,40,80,60,61,60,40,80,50,6347,23177,7,0,16,60,3,2,8,2,40,6,2,0,4
40,38,50,343,60,15,40,60,60,92,40,60,80,50,11510,15682,0,10,14,60,2,1,12,3,60,11,10,2,9
40,31,50,1232,60,7,80,60,40,39,60,60,80,0,7143,25713,1,10,14,60,3,0,11,2,40,11,9,4,10
40,29,50,144,30,10,20,80,40,39,40,40,40,50,8268,11866,1,10,14,60,1,2,7,2,60,7,7,1,7
40,35,50,1296,60,5,80,60,60,62,60,60,40,0,8095,18264,0,0,13,60,4,0,17,5,60,16,6,0,13
40,23,50,1309,60,26,20,60,60,83,60,20,80,50,2904,16092,1,0,12,60,3,2,4,2,40,4,2,0,2
40,41,50,483,60,6,60,80,60,95,40,40,40,0,6032,10110,6,10,15,60,4,0,8,3,60,5,4,1,2
40,47,100,1309,30,4,20,40,60,99,60,40,60,0,2976,25751,3,0,19,60,1,0,5,3,60,0,0,0,0
40,42,50,810,60,23,100,20,40,44,60,80,80,0,15992,15901,2,0,14,60,2,0,16,2,60,1,0,0,0
40,29,0,746,30,2,60,80,60,61,60,40,60,100,4649,16928,1,0,14,60,1,1,4,3,40,4,3,0,2
40,42,50,544,90,2,20,60,60,52,60,20,60,50,2696,24017,0,10,11,60,3,1,4,5,60,3,2,1,0
40,32,50,1062,60,2,60,60,40,75,60,20,40,100,2370,3956,1,0,13,60,3,1,8,4,60,8,0,0,7
40,48,50,530,30,29,20,20,40,91,60,60,60,100,12504,23978,3,0,21,80,2,1,15,3,20,0,0,0,0
40,37,50,1319,60,6,60,60,60,51,80,40,20,50,5974,17001,4,10,13,60,1,2,13,2,60,7,7,6,7
40,30,0,641,30,25,40,80,40,85,60,40,60,100,4736,6069,7,10,12,60,2,1,4,2,80,2,2,2,2
40,26,50,933,30,1,60,60,60,57,60,40,60,100,5296,20156,1,0,17,60,2,1,8,3,60,8,7,7,7
40,42,50,1332,60,2,80,20,60,98,40,40,80,0,6781,17078,3,0,23,80,2,0,14,6,60,1,0,0,0
60,21,100,756,30,1,20,20,40,99,40,20,40,0,2174,9150,1,10,11,60,3,0,3,3,60,3,2,1,2
40,36,0,845,30,1,100,80,40,45,60,40,80,0,6653,15276,4,0,15,60,2,0,7,6,60,1,0,0,0
40,36,100,541,30,3,80,20,60,48,40,60,80,100,9699,7246,4,0,11,60,1,1,16,2,60,13,9,1,12
40,57,50,593,60,1,80,80,60,88,60,40,60,100,6755,2967,2,0,11,60,3,0,15,2,60,3,2,1,2
40,40,50,1171,60,10,80,80,40,46,80,20,60,100,2213,22495,3,10,13,60,3,1,10,3,60,7,7,1,7
40,21,0,895,30,9,40,20,60,39,60,20,80,0,2610,2851,1,0,24,80,3,0,3,3,40,3,2,2,2
60,33,50,350,30,5,60,80,40,34,60,20,60,0,2851,9150,1,10,13,60,2,0,1,2,60,1,0,0,0
40,37,50,921,60,10,60,60,40,98,60,20,20,100,3452,17663,6,0,20,80,2,1,17,3,60,5,4,0,3
40,46,0,1144,60,7,80,60,40,30,60,40,60,100,5258,16044,2,0,14,60,3,0,7,2,80,1,0,0,0
60,41,100,143,30,4,60,20,60,56,60,40,40,0,9355,9558,1,0,18,60,3,0,8,5,60,8,7,7,7
40,50,50,1046,60,10,60,80,60,100,40,60,80,0,10496,2755,6,0,15,60,4,0,20,2,60,4,3,1,3
60,40,50,575,30,22,40,60,60,68,40,40,60,100,6380,6110,2,10,12,60,1,2,8,6,60,6,4,1,0
40,31,50,408,60,9,80,60,60,42,40,20,40,0,2657,7551,0,10,16,60,4,0,3,5,60,2,2,2,2
60,21,50,156,30,12,60,60,40,90,80,20,40,0,2716,25422,1,0,15,60,4,0,1,0,60,1,0,0,0
40,29,50,1283,60,23,60,80,60,54,60,20,80,0,2201,18168,9,0,16,60,4,0,6,4,60,3,2,1,2
40,35,50,755,60,9,80,60,60,97,40,40,40,0,6540,19394,9,0,19,60,3,0,10,5,60,1,1,0,0
40,27,50,1469,60,1,40,80,60,82,60,20,40,50,3816,17881,1,0,11,60,2,1,5,2,60,5,2,0,4
40,28,50,304,30,9,80,40,60,92,60,40,80,0,5253,20750,1,0,16,60,4,0,7,1,60,7,5,0,7
40,49,50,1261,60,7,60,40,60,31,40,60,60,0,10965,12066,8,0,24,80,3,0,26,2,60,5,2,0,0
40,51,50,1178,30,14,40,60,40,87,60,40,80,100,4936,14862,4,0,11,60,3,1,18,2,40,7,7,0,7
40,36,50,329,60,2,60,80,40,96,60,20,60,100,2543,11868,4,0,13,60,2,1,6,3,60,2,2,2,2
60,34,0,1362,30,19,60,20,60,67,80,40,80,0,5304,4652,8,10,13,60,2,0,9,3,40,5,2,0,4
40,55,50,1311,60,2,60,60,40,97,60,80,80,0,16659,23258,2,10,13,60,3,0,30,2,60,5,4,1,2
40,24,50,1371,30,10,80,80,40,77,60,40,60,50,4260,5915,1,10,12,60,4,1,5,2,80,5,2,0,3
40,30,50,202,30,2,20,60,60,72,60,20,40,100,2476,17434,1,0,18,60,1,1,1,3,60,1,0,0,0
60,26,100,575,60,3,20,60,60,73,60,20,20,0,3102,6582,0,0,22,80,3,0,7,2,60,6,4,0,4
40,22,50,253,60,11,60,20,40,43,60,20,40,100,2244,24440,1,0,13,60,4,1,2,1,60,2,1,1,2
40,36,50,164,30,2,40,40,60,61,40,60,60,100,7596,3809,1,0,13,60,2,2,10,2,60,10,9,9,0
60,30,100,464,60,4,60,60,60,40,60,20,80,0,2285,3427,9,10,23,80,3,0,3,4,60,1,0,0,0
40,37,50,1107,60,14,60,80,40,95,60,20,20,50,3034,26914,1,0,12,60,3,1,18,2,40,18,7,12,17
40,40,50,759,30,2,40,80,40,46,60,40,40,50,5715,22553,7,0,12,60,3,2,8,5,60,5,4,1,3
40,42,50,201,60,1,80,40,40,95,60,20,20,50,2576,20490,3,0,16,60,2,1,8,5,60,5,2,1,2
40,37,50,1305,60,10,80,60,60,49,60,40,40,0,4197,21123,2,10,12,60,4,0,18,2,40,1,0,0,1
40,43,50,982,60,12,60,20,60,59,40,80,40,50,14336,4345,1,0,11,60,3,1,25,3,60,25,10,3,9
40,40,50,555,60,2,60,40,40,78,40,40,60,100,3448,13436,6,0,22,80,2,1,20,3,60,1,0,0,0
40,54,50,821,60,5,40,20,60,86,60,100,20,100,19406,8509,4,0,11,60,3,1,24,4,40,4,2,1,2
40,34,0,1381,30,4,80,60,40,72,60,40,60,100,6538,12740,9,0,15,60,1,1,6,3,60,3,2,1,2
40,31,50,480,60,7,40,40,40,31,60,40,20,100,4306,4156,1,0,12,60,2,1,13,5,20,13,10,3,12
40,43,100,313,60,21,60,80,60,61,60,20,80,100,2258,15238,7,0,20,80,1,1,8,1,60,3,2,1,2
40,43,50,1473,60,8,80,60,40,74,60,40,60,50,4522,2227,4,10,14,60,4,0,8,3,60,5,2,0,2
40,25,50,891,30,4,40,40,40,99,40,40,80,0,4487,12090,1,10,11,60,2,0,5,3,60,5,4,1,3
40,37,0,1063,60,25,100,40,40,72,60,40,60,100,4449,23866,3,10,15,60,1,2,15,2,60,13,11,10,7
40,31,50,329,60,1,40,80,60,98,40,20,20,100,2218,16193,1,0,12,60,3,1,4,3,60,4,2,3,2
40,39,100,1218,60,1,20,40,60,52,60,100,60,50,19197,8213,1,10,14,60,3,1,21,3,60,21,8,1,6
40,56,100,906,30,6,60,60,40,86,80,80,20,100,13212,18256,9,0,11,60,4,3,36,0,40,7,7,7,7
40,30,50,1082,30,12,60,40,40,83,60,40,60,0,6577,19558,0,0,11,60,2,0,6,6,60,5,4,4,4
40,41,50,645,30,1,60,40,60,49,80,60,20,100,8392,19566,1,0,16,60,3,1,10,2,60,10,7,0,7
40,28,50,1300,60,17,40,60,60,79,60,40,20,50,4558,13535,1,0,12,60,4,1,10,2,60,10,0,1,8
60,25,50,688,60,3,60,20,60,91,60,20,20,100,4031,9396,5,0,13,60,3,1,6,5,60,2,2,0,2
40,52,50,319,60,3,60,80,60,39,40,60,60,100,7969,19609,2,10,14,60,3,0,28,4,60,5,4,0,4
40,45,50,192,60,10,40,20,60,69,60,20,80,100,2654,9655,3,0,21,80,4,2,8,3,40,2,2,0,2
40,52,50,1490,60,4,40,80,40,30,60,80,80,100,16555,10310,2,0,13,60,4,0,31,2,20,5,2,1,4
40,42,100,532,60,29,40,20,40,92,60,40,60,50,4556,12932,2,0,11,60,2,1,19,3,60,5,4,0,2
40,30,50,317,60,2,60,60,40,43,20,40,80,0,6091,24793,2,0,20,80,3,0,11,2,60,5,4,0,2
40,60,50,422,60,7,60,20,40,41,60,100,20,100,19566,3854,5,0,11,60,4,0,33,5,20,29,8,11,10
40,46,50,1485,60,18,60,60,40,87,60,40,60,50,4810,26314,2,0,14,60,3,1,19,5,40,10,7,0,8
40,42,100,1368,60,28,80,80,40,88,40,40,80,100,4523,4386,0,0,11,60,4,3,7,4,80,6,5,0,4
60,24,50,1448,30,1,20,20,40,62,60,20,40,0,3202,21972,1,10,16,60,2,0,6,4,60,5,3,1,4
60,34,100,296,30,6,40,80,40,33,20,20,60,50,2351,12253,0,0,16,60,4,1,3,3,40,2,2,1,0
40,38,100,1490,60,2,40,80,60,42,60,20,80,100,1702,12106,1,10,23,80,3,1,1,3,60,1,0,0,0
40,40,50,1398,30,2,80,60,40,79,60,100,60,100,18041,13022,0,0,14,60,4,0,21,2,60,20,15,1,12
40,26,50,1349,60,23,60,20,40,90,60,20,80,50,2886,3032,1,0,22,80,2,2,3,3,20,3,2,0,2
40,30,0,1400,60,3,60,60,60,53,60,20,80,100,2097,16734,4,0,15,60,3,1,9,3,20,5,3,1,4
40,29,50,986,60,3,80,40,60,93,40,60,60,100,11935,21526,1,0,18,60,3,0,10,2,60,10,2,0,7
60,29,50,408,60,25,100,60,40,71,40,20,40,100,2546,18300,5,0,16,60,2,0,6,2,80,2,2,1,1
60,19,50,489,90,2,40,20,60,52,40,20,80,0,2564,18437,1,0,12,60,3,0,1,3,80,1,0,0,0
40,30,0,1398,30,22,80,60,40,69,60,60,20,100,8412,2890,0,0,11,60,3,0,10,3,60,9,8,7,8
40,57,50,210,30,29,60,20,60,56,40,80,80,50,14118,22102,3,0,12,60,3,1,32,3,40,1,0,0,0
40,50,50,1099,60,29,80,40,60,88,40,80,60,100,17046,9314,0,0,15,60,2,1,28,2,60,27,10,15,7
40,30,0,1116,60,2,60,60,40,49,60,20,80,0,2564,7181,0,0,14,60,3,0,12,2,40,11,7,6,7
40,60,100,1499,30,28,60,60,40,80,40,60,20,100,10266,2845,4,0,19,60,4,0,22,5,80,18,13,13,11
40,47,50,983,60,2,40,20,40,65,60,40,80,50,5070,7389,5,0,13,60,3,3,20,2,60,5,0,0,4
40,46,50,1009,60,2,60,20,60,51,60,80,60,100,17861,2288,6,0,13,60,3,0,26,2,20,3,2,0,1
40,35,50,144,60,22,60,80,60,46,20,20,60,0,4230,19225,0,0,15,60,3,0,6,2,60,5,4,4,3
40,54,50,548,60,8,80,60,40,42,60,40,60,0,3780,23428,7,0,11,60,3,0,19,3,60,1,0,0,0
40,34,50,1303,60,2,80,80,60,62,40,20,60,50,2768,8416,3,0,12,60,3,1,14,3,60,7,3,5,7
40,46,50,1125,30,10,60,60,40,94,40,60,80,100,9071,11563,2,10,19,60,3,1,15,3,60,3,2,1,2
40,31,50,1274,60,9,20,60,60,33,60,60,40,50,10648,14394,1,0,25,80,4,1,13,6,80,13,8,0,8
60,33,50,1277,60,15,20,40,60,56,60,60,60,100,13610,24619,7,10,12,60,4,0,15,2,80,7,6,7,7
60,33,50,587,60,10,20,20,60,38,20,20,80,50,3408,6705,7,0,13,60,1,3,8,2,60,4,3,1,3
40,30,50,413,30,7,20,80,60,57,60,20,40,0,2983,18398,0,0,14,60,1,0,4,3,60,3,2,1,2
40,35,50,1276,60,16,60,80,60,72,60,60,60,100,7632,14295,4,10,12,60,3,0,10,2,60,8,7,0,0
60,31,100,534,60,20,60,20,60,66,60,60,60,100,9824,22908,3,0,12,60,1,0,12,2,60,1,0,0,0
60,34,100,988,90,23,60,40,40,43,60,60,20,50,9950,11533,9,10,15,60,3,3,11,2,60,3,2,0,2
40,42,100,1474,60,5,40,40,60,97,60,20,60,100,2093,9260,4,0,17,60,4,1,8,4,60,2,2,2,0
40,36,0,635,30,10,80,40,60,32,60,60,80,0,9980,15318,1,0,14,60,4,0,10,3,40,10,3,9,7
60,22,100,1368,60,4,20,60,60,99,40,20,60,0,3894,9129,5,0,16,60,3,0,4,3,60,2,2,1,2
40,48,50,163,30,2,100,40,40,37,60,40,80,100,4051,19658,2,0,14,60,1,1,14,2,60,9,7,6,7
40,55,50,1117,30,18,100,20,40,83,60,80,40,0,16835,9873,3,0,23,80,4,0,37,2,60,10,9,7,7
40,41,0,267,30,10,40,80,60,56,60,40,80,0,6230,13430,7,0,14,60,4,0,16,3,60,14,3,1,10
40,35,50,619,30,1,60,40,60,85,60,40,60,100,4717,18659,9,0,11,60,3,0,15,2,60,11,9,6,9
40,40,50,302,60,6,60,40,40,75,60,80,60,0,13237,20364,7,0,15,60,3,0,22,3,60,20,6,5,13
40,39,100,443,60,8,20,60,40,48,60,20,60,100,3755,17872,1,0,11,60,1,1,8,3,60,8,3,0,7
